Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised (Millions),Stage,Date_Added,Country,List_of_Employees_Laid_Off,Sum of Employees,Average # of Employees Laid Off,Average Layoff %,Total Funds Raised,Average Funds Raised,,
Bright Machines,SF Bay Area,Data,30,8%,6/28/2022,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,250.00,Unknown,6/29/2022 3:36,Israel,Unknown,,,,,,,
HealthMatch,Sydney,Healthcare,18,50%,6/28/2022,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,20.00,Series B,6/29/2022 3:55,Australia,Unknown,,,,,,,
AppLovin,SF Bay Area,Marketing,300,12%,6/27/2022,https://www.bizjournals.com/sanjose/news/2022/06/29/applovin-lays-off-300-workers-report.html,1600.00,IPO,6/28/2022 4:27,United States,Unknown,,,,,,,
UiPath,New York City,Data,210,5%,6/27/2022,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,2000.00,IPO,6/27/2022 23:50,United States,Unknown,,,,,,,
Udaan,Bengaluru,Retail,180,4%,6/27/2022,https://inc42.com/buzz/exclusive-b2b-ecommerce-unicorn-udaan-lays-off-180-employees/,1500.00,Unknown,6/28/2022 4:19,India,Unknown,,,,,,,
Banxa,Melbourne,Crypto,70,30%,6/27/2022,https://decrypt.co/103891/australian-crypto-firm-banxa-cut-staff-30-citing-another-crypto-winter,13.00,IPO,6/28/2022 4:16,Australia,Unknown,,,,,,,
SafeGraph,SF Bay Area,Data,27,25%,6/27/2022,https://www.safegraph.com/blog/setting-up-safegraph-for-a-prosperous-future,61.00,Series B,6/28/2022 4:28,United States,Unknown,,,,,,,
Bitpanda,Vienna,Crypto,270,27%,6/24/2022,https://brutkasten.com/bitpanda-kuendigungen/,546.00,Series C,6/24/2022 16:27,Austria,Unknown,,,,,,,
Sunday,Atlanta,Finance,90,23%,6/24/2022,https://www.lesechos.fr/start-up/ecosysteme/la-fintech-sunday-coupe-dans-ses-effectifs-1415671,124.00,Series A,6/28/2022 4:23,United States,Unknown,,,,,,,
Bestow,Dallas,Finance,41,14%,6/24/2022,https://coverager.com/layoffs-at-bestow/,137.00,Series C,6/27/2022 23:53,United States,Unknown,,,,,,,
Ethos Life,SF Bay Area,Finance,40,12%,6/24/2022,https://www.coverager.com/ethos-lays-off-40-employees/,406.00,Series D,6/26/2022 2:39,United States,Unknown,,,,,,,
Netflix,SF Bay Area,Media,300,3%,6/23/2022,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,121900.00,IPO,6/23/2022 19:35,United States,Unknown,,,,,,,
Aura,Boston,Security,70,9%,6/23/2022,https://www.bankinfosecurity.com/aura-lays-off-70-staff-after-raising-350m-over-past-year-a-19448,500.00,Series F,6/25/2022 23:05,United States,Unknown,,,,,,,
Pipl,Spokane,Security,22,13%,6/23/2022,https://en.globes.co.il/en/article-fake-profile-finder-pipl-firing-22-hiring-50-1001416113,19.00,Unknown,6/23/2022 14:59,United States,Unknown,,,,,,,
Vouch,SF Bay Area,Finance,15,7%,6/23/2022,Internal memo,159.00,Series C,6/23/2022 23:48,United States,Unknown,,,,,,,
Voyage SMS,Los Angeles,Marketing,8,13%,6/23/2022,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,10.00,Unknown,6/30/2022 2:58,United States,Unknown,,,,,,,
MasterClass,SF Bay Area,Education,120,20%,6/22/2022,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,461.00,Series E,6/23/2022 3:57,United States,Unknown,,,,,,,
IronNet,Washington D.C.,Security,90,35%,6/22/2022,https://www.crn.com/news/security/ironnet-lays-off-35-percent-of-staff-raises-going-concern-red-flag,410.00,IPO,9/17/2022 14:34,United States,Unknown,,,,,,,
IronNet,Washington D.C.,Security,55,17%,6/22/2022,https://ir.ironnet.com/financials/all-sec-filings##document-520-0001193125-22-180852-1,410.00,IPO,6/25/2022 0:16,United States,Unknown,,,,,,,
Superpedestrian,Boston,Transportation,35,7%,6/22/2022,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,261.00,Series C,6/23/2022 4:01,United States,Unknown,,,,,,,
Voi,Stockholm,Transportation,35,10%,6/22/2022,https://www.voiscooters.com/blog/increased-focus-on-profitability/,515.00,Series D,6/23/2022 3:58,United States,Unknown,,,,,,,
Ritual,Toronto,Food,23,16%,6/22/2022,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,134.00,Series C,6/23/2022 4:03,Canada,Unknown,,,,,,,
Ebanx,Curitiba,Finance,340,20%,6/21/2022,https://www.reuters.com/technology/brazils-ebanx-lays-off-20-employees-cuts-sweep-tech-sector-2022-06-21/,460.00,Series B,6/22/2022 3:39,Brazil,Unknown,,,,,,,
TaskUs,Los Angeles,Support,52,0%,6/21/2022,Internal memo,279.00,IPO,6/22/2022 3:58,United States,Unknown,,,,,,,
Community,Los Angeles,Marketing,40,30%,6/21/2022,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,40.00,Unknown,6/22/2022 3:44,United States,Unknown,,,,,,,
Sourcegraph,SF Bay Area,Product,24,8%,6/21/2022,https://newsletter.pragmaticengineer.com/p/the-scoop-15,248.00,Series D,6/23/2022 20:59,United States,Unknown,,,,,,,
Bybit,Singapore,Crypto,600,30%,6/20/2022,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,,Unknown,6/22/2022 3:41,Singapore,Unknown,,,,,,,
SummerBio,SF Bay Area,Healthcare,101,100%,6/20/2022,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2022/06/20/covid-testing-startup-summerbio-is-cutting-jobs.html,7.00,Unknown,6/22/2022 3:34,United States,Unknown,,,,,,,
Trax,Singapore,Retail,100,12%,6/20/2022,https://en.globes.co.il/en/article-retail-analytics-co-trax-laying-off-over-100-1001415644,1000.00,Series E,6/21/2022 3:18,Singapore,Unknown,,,,,,,
Aqgromalin,Chennai,Food,80,30%,6/20/2022,https://inc42.com/buzz/exclusive-sequoia-backed-aqgromalin-lays-off-30-workforce/,12.00,Unknown,6/21/2022 3:31,India,Unknown,,,,,,,
Bonsai,Toronto,Retail,30,55%,6/20/2022,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,27.00,Series A,6/21/2022 3:21,Canada,Unknown,,,,,,,
Brighte,Sydney,Energy,30,15%,6/20/2022,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,145.00,Series C,6/21/2022 3:34,Australia,Unknown,,,,,,,
CityMall,Gurugram,Retail,191,30%,6/19/2022,https://techcrunch.com/2022/06/19/indias-citymall-cuts-191-jobs-following-75-million-fundraise-in-late-march/,112.00,Series C,6/19/2022 18:38,India,Unknown,,,,,,,
BitOasis,Dubai,Crypto,9,5%,6/19/2022,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,30.00,Series B,6/21/2022 3:32,United Arab Emirates,Unknown,,,,,,,
Unacademy,Bengaluru,Education,150,3%,6/18/2022,https://www.moneycontrol.com/news/business/startup/softbank-backed-unacademy-lays-off-another-150-employees-8703281.html,838.00,Series H,6/19/2022 17:09,India,Unknown,,,,,,,
Socure,Reno,Finance,69,13%,6/17/2022,https://www.forbes.com/sites/jeffkauflin/2022/06/17/high-flying-unicorn-socure-lays-off-13-of-staff-as-troubles-in-fintech-spread/?sh=527a320b606c,646.00,Series E,6/18/2022 20:20,United States,Unknown,,,,,,,
Finite State,Columbus,Security,16,20%,6/17/2022,https://www.bizjournals.com/columbus/inno/stories/news/2022/06/17/startup-finite-state-layoffs.html,49.00,Series B,6/18/2022 16:20,United States,Unknown,,,,,,,
JOKR,New York City,Food,50,5%,6/16/2022,https://techcrunch.com/2022/06/16/jokr-grocery-delivery-leaving-us-latin-america/,430.00,Series B,6/19/2022 18:40,United States,Unknown,,,,,,,
Zumper,SF Bay Area,Real Estate,45,15%,6/16/2022,https://therealdeal.com/2022/06/16/zumper-slashes-15-of-staff/,178.00,Series D,6/16/2022 15:31,United States,Unknown,,,,,,,
Swappie,Helsinki,Retail,250,17%,6/15/2022,https://swappie.com/fi/blogi/viesti-swappien-toimitusjohtajalta/,169.00,Series C,6/15/2022 23:03,Finland,Unknown,,,,,,,
Wealthsimple,Toronto,Finance,159,13%,6/15/2022,https://www.piquenewsmagazine.com/national-business/wealthsimple-to-layoff-13-of-staff-amid-market-volatility-5481248,900.00,Unknown,6/15/2022 16:52,Canada,Unknown,,,,,,,
Weee!,SF Bay Area,Food,150,10%,6/15/2022,https://www.businessinsider.com/softbank-backed-grocer-weee-laid-off-10-percent-of-its-staff-amid-a-slowdown-in-online-grocery-2022-6,863.00,Series E,6/19/2022 17:18,United States,Unknown,,,,,,,
Notarize,Boston,Legal,110,25%,6/15/2022,https://www.bizjournals.com/boston/news/2022/06/15/notarize-cuts-25-of-staff-in-latest-tech-layoff.html,213.00,Series D,6/16/2022 2:44,United States,Unknown,,,,,,,
Elementor,Tel Aviv,Media,60,15%,6/15/2022,https://en.globes.co.il/en/article-elementor-begins-laying-off-15-of-workforce-1001415176,65.00,Unknown,6/15/2022 22:59,Israel,Unknown,,,,,,,
Tonkean,SF Bay Area,Other,23,23%,6/15/2022,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,83.00,Series B,6/15/2022 23:19,United States,Unknown,,,,,,,
OpenWeb,Tel Aviv,Media,14,5%,6/15/2022,https://en.globes.co.il/en/article-openweb-announces-streamlining-plan-including-layoffs-1001415224,223.00,Series E,6/15/2022 22:17,Israel,Unknown,,,,,,,
Swyft,Toronto,Logistics,10,30%,6/15/2022,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,20.00,Series A,6/15/2022 15:15,Canada,Unknown,,,,,,,
Coinbase,SF Bay Area,Crypto,1100,18%,6/14/2022,https://www.cnbc.com/2022/06/14/coinbase-lays-off-18percent-as-execs-prepare-for-recession-crypto-winter.html,549.00,IPO,6/14/2022 14:26,United States,Unknown,,,,,,,
Redfin,Seattle,Real Estate,470,8%,6/14/2022,https://www.streetinsider.com/dr/news.php?id=20212223&gfv=1,319.00,IPO,6/14/2022 16:40,United States,Unknown,,,,,,,
Compass,New York City,Real Estate,450,10%,6/14/2022,https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,1600.00,IPO,6/14/2022 16:41,United States,Unknown,,,,,,,
Sami,Sao Paulo,Healthcare,75,15%,6/14/2022,https://braziljournal.com/sami-demite-15-para-conter-queima-de-caixa/,36.00,Unknown,6/14/2022 21:58,Brazil,Unknown,,,,,,,
Breathe,New Delhi,Healthcare,50,33%,6/14/2022,https://inc42.com/buzz/accel-backed-breathe-well-being-lays-off-50-employees/,6.00,Series A,6/16/2022 2:53,India,Unknown,,,,,,,
TIFIN,Boulder,Crypto,24,10%,6/14/2022,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,204.00,Series D,6/15/2022 14:46,United States,Unknown,,,,,,,
BlockFi,New York City,Crypto,250,20%,6/13/2022,https://blockfi.com/a-message-from-our-founders,1000.00,Series E,6/13/2022 16:19,United States,Unknown,,,,,,,
Wave Sports and Entertainment,Los Angeles,Media,56,33%,6/13/2022,https://dot.la/wave-sports-entertainment-layoffs-2657504206.html,65.00,Series B,6/16/2022 2:55,United States,Unknown,,,,,,,
Studio,SF Bay Area,Education,33,40%,6/13/2022,Internal memo,50.00,Series B,6/14/2022 14:48,United States,Unknown,,,,,,,
Crypto.com,Singapore,Crypto,260,5%,6/10/2022,https://blockworks.co/crypto-com-cutting-5-of-workforce-amid-digital-asset-downturn/,156.00,Unknown,6/11/2022 16:06,Singapore,Unknown,,,,,,,
FarEye,New Delhi,Logistics,250,30%,6/10/2022,https://inc42.com/buzz/exclusive-dragoneer-backed-fareye-lays-off-250-employees/,150.00,Series E,6/10/2022 18:55,India,Unknown,,,,,,,
Berlin Brands Group,Berlin,Retail,100,10%,6/10/2022,https://www.startbase.com/news/berlin-brands-group-entlaesst-fast-100-mitarbeiter/,1000.00,Unknown,6/21/2022 3:15,Germany,Unknown,,,,,,,
Sanar,Sao Paulo,Healthcare,60,20%,6/10/2022,"https://www.terra.com.br/noticias/tecnologia/inovacao/startup-de-medicina-sanar-demite-60-e-pega-funcionarios-de-surpresa,313ce3bfb0f7ebdf601130784b3e8f5fjpp13hkv.html",11.00,Unknown,6/11/2022 15:52,Brazil,Unknown,,,,,,,
Freetrade,London,Finance,45,15%,6/10/2022,https://www.altfi.com/article/9362_exclusive-freetrade-announces-job-cuts-of-up-to-15-of-staff,133.00,Unknown,6/10/2022 14:27,United Kingdom,Unknown,,,,,,,
Albert,Los Angeles,Finance,20,8%,6/10/2022,https://dot.la/albert-fintech-layoffs-2657493613.html50,175.00,Series C,6/11/2022 16:05,United States,Unknown,,,,,,,
OneTrust,Atlanta,Security,950,25%,6/9/2022,https://www.onetrust.com/blog/onetrust-organizational-update/,926.00,Series C,6/10/2022 4:14,United States,Unknown,,,,,,,
Stitch Fix,SF Bay Area,Retail,330,15%,6/9/2022,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,79.00,IPO,6/9/2022 19:49,United States,Unknown,,,,,,,
Daniel Wellington,Stockholm,Retail,200,15%,6/9/2022,https://www.breakit.se/artikel/33347/stora-nedskarningar-pa-daniel-wellington-200-personer-sags-upp,,Unknown,7/25/2022 4:27,Sweden,Unknown,,,,,,,
Convoy,Seattle,Logistics,90,7%,6/9/2022,https://www.geekwire.com/2022/convoy-which-just-raised-260m-lays-off-7-of-workforce-in-latest-tech-startup-cuts/,1100.00,Series E,6/10/2022 4:13,United States,Unknown,,,,,,,
Hologram,Chicago,Infrastructure,80,40%,6/9/2022,LinkedIn,82.00,Series B,6/9/2022 15:24,United States,Unknown,,,,,,,
Boozt,Malmo,Retail,70,5%,6/9/2022,https://www.breakit.se/artikel/33353/sparpaket-pa-boozt-efter-vinstsmallen-sager-upp-personal,56.00,IPO,7/25/2022 4:26,Sweden,Unknown,,,,,,,
The Grommet,Boston,Retail,40,100%,6/9/2022,https://www.bizjournals.com/boston/news/2022/06/09/the-grommet-layoffs-employees.html,5.00,Acquired,6/10/2022 18:59,United States,Unknown,,,,,,,
Stashaway,Singapore,Finance,31,14%,6/9/2022,https://www.techinasia.com/stashaway-lays-off-staff,61.00,Series D,6/9/2022 19:57,Singapore,Unknown,,,,,,,
Preply,Boston,Education,26,5%,6/9/2022,Internal memo,100.00,Series C,6/10/2022 4:21,United States,Unknown,,,,,,,
Sonder,SF Bay Area,Travel,250,21%,6/8/2022,Internal memo,839.00,IPO,6/9/2022 3:25,United States,Unknown,,,,,,,
Truepill,SF Bay Area,Healthcare,150,15%,6/8/2022,https://medium.com/truepill-insights/a-message-from-truepill-ceo-sid-viswanathan-9973660e2d8,255.00,Series D,6/10/2022 4:24,United States,Unknown,,,,,,,
iPrice Group,Kuala Lumpur,Retail,50,20%,6/8/2022,https://www.techinasia.com/malaysias-iprice-group-sacks-20-employees,26.00,Unknown,6/30/2022 3:04,Malaysia,Unknown,,,,,,,
Cazoo,London,Transportation,750,15%,6/7/2022,https://news.sky.com/story/car-retailer-cazoo-to-cut-750-jobs-after-inflation-hit-12629350,2000.00,IPO,6/7/2022 15:27,United Kingdom,Unknown,,,,,,,
Cazoo,London,Transportation,750,15%,6/7/2022,https://sifted.eu/articles/cazoo-layoffs-european-union/,2000.00,IPO,9/9/2022 1:46,United Kingdom,Unknown,,,,,,,
Rupeek,Bengaluru,Finance,180,15%,6/7/2022,https://www.moneycontrol.com/news/business/startup/gold-loan-platform-rupeek-lays-off-over-180-of-its-employees-8653571.html,172.00,Unknown,6/7/2022 15:23,India,Unknown,,,,,,,
Bird,Los Angeles,Transportation,138,23%,6/7/2022,Internal memo,783.00,IPO,6/7/2022 16:49,United States,Unknown,,,,,,,
Dutchie,Bend,Other,50,7%,6/6/2022,https://www.geekwire.com/2022/dutchie-lays-off-7-of-workforce-citing-dramatic-market-shift-in-latest-cannabis-tech-company-cuts/,603.00,Series D,6/7/2022 0:40,United States,Unknown,,,,,,,
Afterverse,Brasilia,Consumer,60,20%,6/3/2022,https://neofeed.com.br/blog/home/o-jogo-virou-afterverse-empresa-de-games-da-movile-corta-ate-60-funcionarios/,,Unknown,1/21/2023 0:45,Brazil,Unknown,,,,,,,
Superhuman,SF Bay Area,Consumer,23,22%,6/3/2022,https://www.businessinsider.com/superhuman-email-startup-lays-off-22-percent-staff-2022-6,108.00,Series C,6/3/2022 21:55,United States,Unknown,,,,,,,
Food52,New York City,Food,21,15%,6/3/2022,https://www.adweek.com/media/food52-lays-off-15-of-its-staff-in-a-second-round-of-cuts/,176.00,Acquired,6/7/2022 0:46,United States,Unknown,,,,,,,
Carbon Health,SF Bay Area,Healthcare,250,8%,6/2/2022,https://www.forbes.com/sites/katiejennings/2022/06/02/healthtech-unicorn-carbon-health-lays-off-250-employees/,522.00,Series D,6/2/2022 16:32,United States,Unknown,,,,,,,
PolicyGenius,New York City,Finance,170,25%,6/2/2022,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,286.00,Series E,6/2/2022 19:58,United States,Unknown,,,,,,,
Yojak,Gurugram,Construction,140,50%,6/2/2022,https://inc42.com/buzz/info-edge-backed-yojak-lays-off-around-140-employees/,3.00,Seed,6/5/2022 21:38,India,Unknown,,,,,,,
Gemini,New York City,Crypto,100,10%,6/2/2022,https://www.bloomberg.com/news/articles/2022-06-02/winklevoss-twins-gemini-slashes-staff-10-on-crypto-slump,423.00,Unknown,6/2/2022 16:45,United States,Unknown,,,,,,,
Stord,Atlanta,Logistics,59,8%,6/2/2022,https://www.businessinsider.com/stord-layoffs-supply-chain-tech-startup-after-raising-120-million-2022-6,325.00,Series D,6/3/2022 17:55,United States,Unknown,,,,,,,
Gather,SF Bay Area,Consumer,30,33%,6/2/2022,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,76.00,Series B,6/16/2022 2:47,United States,Unknown,,,,,,,
IRL,SF Bay Area,Consumer,25,25%,6/2/2022,https://techcrunch.com/2022/06/02/irl-layoffs-abraham-shafi-social-media/,197.00,Series C,6/2/2022 20:29,United States,Unknown,,,,,,,
TomTom,Amsterdam,Transportation,500,10%,6/1/2022,https://www.businessinsider.com/tomtom-gps-navigation-tech-layoffs-employees-maps-unit-2022-6,,IPO,1/24/2023 23:00,Netherlands,Unknown,,,,,,,
Cybereason,Boston,Security,100,6%,6/1/2022,https://www.calcalistech.com/ctechnews/article/s1zg60v005,750.00,Series F,6/1/2022 15:45,United States,Unknown,,,,,,,
Udayy,Gurugram,Education,100,100%,6/1/2022,https://www.moneycontrol.com/news/business/startup/info-edge-backed-edtech-startup-udayy-shuts-down-lays-off-all-employees-8621551.html,2.00,Seed,6/1/2022 15:41,India,Unknown,,,,,,,
2TM,Sao Paulo,Crypto,90,12%,6/1/2022,"https://www.terra.com.br/noticias/tecnologia/2tm-dono-do-mercado-bitcoin-demite-90-funcionarios,9ce67613ba7b79292f03bc2027ceb77e9uw5hy0w.html",250.00,Unknown,6/2/2022 3:21,Brazil,Unknown,,,,,,,
Curve,London,Finance,65,10%,6/1/2022,https://www.altfi.com/article/9332_exclusive-curve-joins-klarna-in-mass-jobs-cut,182.00,Series C,6/2/2022 18:07,United Kingdom,Unknown,,,,,,,
Loom,SF Bay Area,Product,34,14%,6/1/2022,https://techcrunch.com/2022/06/01/a16z-backed-loom-video-layoffs/,203.00,Series C,6/1/2022 23:34,United States,Unknown,,,,,,,
Impala,London,Travel,30,35%,6/1/2022,https://newsletter.pragmaticengineer.com/p/the-scoop-13,32.00,Series B,6/10/2022 19:14,United Kingdom,Unknown,,,,,,,
Playtika,Tel Aviv,Consumer,250,6%,5/31/2022,https://en.globes.co.il/en/article-israeli-mobile-games-co-playtika-to-lay-off-250-1001413811,,IPO,5/31/2022 15:22,Israel,Unknown,,,,,,,
Tomo,Stamford,Finance,44,33%,5/31/2022,https://www.businessinsider.com/purchase-mortgage-company-tomo-lays-off-staff-housing-market-slows-2022-5,110.00,Series A,6/1/2022 0:56,United States,Unknown,,,,,,,
BookClub,Salt Lake City,Education,12,25%,5/31/2022,Internal memo,26.00,Series A,6/6/2022 21:00,United States,Unknown,,,,,,,
SWVL,Dubai,Transportation,400,32%,5/30/2022,https://techcrunch.com/2022/05/30/swvl-plans-to-lay-off-32-of-its-team-two-months-after-going-public/,132.00,IPO,5/31/2022 2:08,United Arab Emirates,Unknown,,,,,,,
Mobile Premier League,Bengaluru,Consumer,100,10%,5/30/2022,https://www.moneycontrol.com/news/business/startup/exclusive-mobile-premier-league-to-lay-off-100-employees-exit-indonesia-market-8603881.html,375.00,Series E,5/31/2022 15:17,India,Unknown,,,,,,,
SumUp,Sao Paulo,Finance,100,3%,5/30/2022,https://financefwd.com/de/sumup-entlassungen-brasilien/,50.00,Unknown,5/31/2022 15:20,Brazil,Unknown,,,,,,,
FrontRow,Bengaluru,Education,145,30%,5/27/2022,https://inc42.com/buzz/exclusive-lightspeed-backed-frontrow-lays-off-145-employees-cut-cost/,17.00,Series A,5/31/2022 2:05,India,Unknown,,,,,,,
Uncapped,London,Finance,29,26%,5/27/2022,https://sifted.eu/articles/startup-tech-company-layoffs/,118.00,Unknown,5/28/2022 0:11,United Kingdom,Unknown,,,,,,,
VTEX,Sao Paulo,Retail,200,13%,5/26/2022,https://www.bloomberglinea.com.br/2022/05/26/inverno-chegou-unicornios-vtex-e-bitso-fazem-demissao-em-massa/,365.00,IPO,5/27/2022 3:23,Brazil,Unknown,,,,,,,
Bitso,Mexico City,Crypto,80,11%,5/26/2022,https://www.coindesk.com/business/2022/05/26/top-latin-american-crypto-exchange-bitso-lays-off-80-employees/,378.00,Series C,5/27/2022 3:27,Mexico,Unknown,,,,,,,
Dazn,London,Consumer,50,2%,5/26/2022,https://deadline.com/2022/05/dazn-50-roles-redundant-london-1235033389/,,Unknown,6/11/2022 4:02,United Kingdom,Unknown,,,,,,,
Lacework,SF Bay Area,Security,300,20%,5/25/2022,https://twitter.com/GergelyOrosz/status/1529575067117658112,1900.00,Series D,5/25/2022 23:03,United States,Unknown,,,,,,,
Bolt,SF Bay Area,Finance,240,27%,5/25/2022,https://www.forbes.com/sites/kenrickcai/2022/05/25/checkout-startup-bolt-lays-off-more-than-200-people-or-at-least-25-of-its-staff/?sh=1789cd092201,1300.00,Series E,5/25/2022 17:57,United States,Unknown,,,,,,,
Kontist,Berlin,Finance,50,25%,5/25/2022,https://financefwd.com/de/kontist-entlassungen/,53.00,Series B,5/25/2022 13:51,Germany,Unknown,,,,,,,
Nuri,Berlin,Finance,45,20%,5/25/2022,https://www.handelsblatt.com/finanzen/banken-versicherungen/banken/fintech-berliner-neobank-nuri-streicht-jede-fuenfte-stelle/28373716.html,42.00,Series B,5/25/2022 13:50,Germany,Unknown,,,,,,,
Coterie Insurance,Cincinnati,Finance,30,20%,5/25/2022,https://www.bizjournals.com/cincinnati/inno/stories/news/2022/05/27/cincinnati-tech-startup-coterie-cuts-downs.html,70.00,Series B,5/27/2022 3:49,United States,Unknown,,,,,,,
Gorillas,Berlin,Food,300,50%,5/24/2022,https://www.theverge.com/2022/5/24/23139272/gorillas-on-demand-grocery-delivery-app-lays-off-employees-hq,1300.00,Series C,5/24/2022 15:00,Germany,Unknown,,,,,,,
Klarna,Stockholm,Finance,700,10%,5/23/2022,https://www.di.se/digital/sparpaket-pa-klarna-sparkar-10-procent-av-alla-anstallda/,3700.00,Unknown,5/23/2022 15:56,Sweden,Unknown,,,,,,,
Buenbit,Buenos Aires,Crypto,80,45%,5/23/2022,https://www.coindesk.com/business/2022/05/24/argentinian-crypto-exchange-buenbit-cuts-45-of-staff-due-to-tech-industry-downturn/,11.00,Series A,5/25/2022 13:53,Argentina,Unknown,,,,,,,
BeyondMinds,Tel Aviv,Data,65,100%,5/23/2022,https://en.globes.co.il/en/article-beyondminds-shuts-down-lays-off-65-1001412743,16.00,Series A,5/23/2022 16:02,Israel,Unknown,,,,,,,
ClickUp,San Diego,Other,60,7%,5/23/2022,https://www.protocol.com/bulletins/clickup-layoff-productivity-app,537.00,Series C,5/25/2022 3:21,United States,Unknown,,,,,,,
Airtime,New York City,Consumer,30,20%,5/23/2022,Internal memo,33.00,Series B,8/17/2022 18:42,United States,Unknown,,,,,,,
MFine,Bengaluru,Healthcare,600,75%,5/21/2022,https://inc42.com/buzz/exclusive-healthtech-startup-mfine-fires-600-employees/,97.00,Series C,5/22/2022 1:06,India,Unknown,,,,,,,
Latch,New York City,Security,130,28%,5/20/2022,https://www.globenewswire.com/news-release/2022/05/20/2447915/0/en/Latch-resets-cost-structure.html,342.00,IPO,5/21/2022 21:28,United States,Unknown,,,,,,,
Outside,Boulder,Media,87,15%,5/20/2022,https://www.adweek.com/media/outside-inc-lays-off-15-of-staff-as-it-transitions-to-digital/,174.00,Series B,5/22/2022 1:47,United States,Unknown,,,,,,,
Skillz,SF Bay Area,Consumer,70,10%,5/20/2022,https://techcrunch.com/2022/05/20/startup-tech-layoff-may-week-3/,287.00,IPO,5/21/2022 21:16,United States,Unknown,,,,,,,
Cars24,Gurugram,Transportation,600,6%,5/19/2022,https://entrackr.com/2022/05/softbank-backed-cars24-lays-off-600-employees/,1300.00,Series G,5/19/2022 14:39,India,Unknown,,,,,,,
Vedantu,Bengaluru,Education,424,7%,5/18/2022,https://economictimes.indiatimes.com/tech/startups/vedantu-says-it-is-laying-off-another-424-employees/articleshow/91636698.cms,292.00,Series E,5/18/2022 15:48,India,Unknown,,,,,,,
Netflix,SF Bay Area,Media,150,1%,5/17/2022,https://www.cnbc.com/2022/05/17/netflix-lays-off-150-employees-as-the-streaming-service-contends-with-big-subscriber-losses.html,121900.00,IPO,5/17/2022 18:58,United States,Unknown,,,,,,,
Kry,Stockholm,Healthcare,100,10%,5/17/2022,https://www.di.se/digital/sparpaket-pa-kry-varslar-100-personer/,568.00,Series D,5/17/2022 14:22,Sweden,Unknown,,,,,,,
Picsart,Miami,Consumer,90,8%,5/17/2022,https://www.theinformation.com/articles/picsart-a-photo-editing-startup-for-creators-cuts-8-of-workforce,195.00,Series C,5/17/2022 22:26,United States,Unknown,,,,,,,
Zak,Sao Paulo,Food,100,40%,5/16/2022,https://www.baguete.com.br/noticias/16/05/2022/zak-demite-40-da-equipe,29.00,Series A,5/17/2022 19:49,United States,Unknown,,,,,,,
AliExpress Russia,Moscow,Retail,400,40%,5/14/2022,https://asia.nikkei.com/Politics/Ukraine-war/Alibaba-s-Russian-venture-slashes-40-of-staff-amid-Ukraine-war,60.00,Acquired,5/14/2022 1:12,Russia,Unknown,,,,,,,
DataRobot,Boston,Data,70,7%,5/11/2022,https://www.theinformation.com/briefings/ai-startup-datarobot-lays-off-7-in-cost-cutting-move,1000.00,Series G,5/11/2022 17:48,United States,Unknown,,,,,,,
Carvana,Phoenix,Transportation,2500,12%,5/10/2022,https://techcrunch.com/2022/05/10/carvana-to-cut-2500-staff-as-it-struggles-with-overcapacity/,1600.00,IPO,5/10/2022 15:35,United States,Unknown,,,,,,,
